visit_id,user_id,restaurant_id,rating_given,visit_date
137,42070,775,1.8,2022-01-03
138,306,501,4.2,2021-06-22
139,66073,945,1.3,2022-07-21
140,57817,286,3.2,2022-03-04
141,84611,257,2.4,2025-04-09
142,73498,442,1.4,2024-01-15
143,51039,94,1.6,2022-10-25
144,14417,19,3.4,2022-11-09
145,56761,209,1.6,2024-04-22
146,2344,826,1.9,2024-08-30
147,30934,206,2.2,2021-11-14
148,15875,826,1.5,2022-10-15
149,4176,998,4.7,2020-07-28
150,27295,89,1.5,2024-07-20
151,45728,883,4.2,2022-03-24
152,41263,633,4.1,2020-10-05
153,35504,847,4.1,2023-10-15
154,39174,216,3.3,2025-05-07
155,17599,946,2.1,2023-12-26
156,86083,536,3.5,2021-01-05
157,38753,256,4.9,2023-07-14
158,25216,740,2.2,2023-08-28
159,69239,600,1.7,2020-09-09
160,66843,149,2.0,2024-12-20
161,35674,913,2.8,2024-04-17
162,69185,921,4.7,2021-04-04
163,38490,871,2.3,2025-05-05
164,89989,708,1.4,2022-10-15
165,25490,357,2.7,2021-12-04
166,74565,414,1.4,2022-02-26
167,43724,464,2.3,2023-05-02
168,55986,104,1.8,2021-07-02
169,92463,348,4.7,2024-11-26
170,98036,405,1.7,2022-10-22
171,46678,477,3.8,2025-03-10
172,1254,448,3.6,2022-03-31
173,98653,84,2.3,2023-10-08
174,44520,2,3.1,2024-08-14
175,72015,944,2.2,2023-07-18
176,43251,132,2.1,2021-04-02
177,40899,387,4.0,2020-07-31
178,98733,850,4.1,2023-06-13
179,84511,860,1.9,2024-05-03
180,95882,841,4.4,2024-03-14
181,49864,366,4.6,2021-03-21
182,29851,714,1.6,2021-02-02
183,18815,505,1.9,2024-05-24
184,40753,945,4.5,2022-11-09
185,12982,743,3.2,2024-03-15
186,38155,405,3.2,2024-09-22
187,54412,914,4.4,2020-09-26
188,57266,534,2.0,2021-01-10
189,82947,336,2.6,2022-04-28
190,30240,954,4.8,2021-04-05
191,10128,699,2.0,2020-08-17
192,66906,487,1.6,2024-09-02
193,42201,665,2.0,2022-09-04
194,65841,13,1.8,2020-11-12
195,39737,498,4.0,2023-08-31
196,2351,469,2.8,2023-12-15
197,59496,126,2.3,2022-08-04
198,77003,31,2.3,2025-04-15
199,70270,286,4.1,2021-04-18
200,32755,735,4.2,2025-05-27
201,17070,200,3.2,2021-02-15
202,63891,605,4.0,2021-01-14
203,38199,896,2.5,2025-01-01
204,7273,434,4.3,2024-04-24
205,32988,555,3.3,2022-11-28
206,66523,560,1.6,2024-06-09
207,96471,37,1.7,2023-12-22
208,31164,711,1.0,2022-01-04
209,8554,998,1.2,2021-09-18
210,64598,329,2.8,2022-02-22
211,94799,434,4.9,2022-01-18
212,99667,445,4.5,2022-11-18
213,84980,92,4.5,2024-11-18
214,11717,1,3.1,2024-05-22
215,58013,804,2.7,2022-07-10
216,72991,200,3.3,2023-06-21
217,88115,659,2.9,2022-12-16
218,66683,882,1.1,2022-10-14
219,46262,54,5.0,2024-09-24
220,85731,548,2.6,2021-03-18
221,13752,706,1.6,2021-05-02
222,57834,385,1.2,2022-07-18
223,63970,772,4.4,2022-02-16
224,32994,350,2.8,2024-12-16
225,36559,38,4.8,2023-11-01
226,48333,363,2.4,2025-05-02
227,61748,501,1.0,2024-05-16
228,27283,642,1.4,2023-02-06
229,26256,522,3.0,2025-02-25
230,92170,769,3.4,2021-01-24
231,901,341,3.6,2024-10-23
232,70884,592,4.4,2022-05-11
233,68033,773,4.7,2022-05-07
234,65177,715,1.3,2024-05-07
235,51656,875,5.0,2022-04-23
236,272,862,1.4,2020-08-24
237,6457,437,2.3,2023-12-06
238,49671,513,2.4,2020-08-29
239,68459,407,2.7,2024-11-29
240,92748,194,1.1,2021-06-02
241,36958,64,1.4,2022-02-20
242,38291,135,1.2,2022-10-06
243,74408,5,3.0,2022-09-10
244,31289,857,3.4,2024-10-19
245,4384,692,4.1,2020-12-20
246,40875,672,1.5,2021-01-25
247,62796,346,4.1,2024-12-23
248,48239,326,4.4,2025-01-04
249,42511,984,4.3,2021-02-15
250,90734,490,3.4,2020-09-15
251,64397,40,3.9,2024-08-22
252,44022,77,2.2,2024-09-02
253,97908,24,1.9,2023-03-10
254,63819,371,2.3,2022-12-13
255,89277,665,3.4,2021-12-11
256,57184,683,4.7,2025-05-01
257,80403,152,4.8,2023-11-08
258,24348,692,3.8,2025-07-13
259,8533,982,2.1,2025-03-14
260,64148,419,1.7,2024-06-10
261,25364,980,1.0,2024-11-23
262,19801,836,3.5,2023-05-17
263,5975,864,2.9,2025-05-19
264,85037,53,4.9,2023-02-18
265,11398,384,2.2,2021-01-09
266,50806,285,2.5,2025-06-16
267,90721,307,4.1,2022-08-31
268,4453,207,4.6,2023-05-04
269,16413,485,1.6,2024-12-01
270,47858,624,1.0,2021-01-04
271,53429,234,2.5,2020-12-28
272,82008,383,4.2,2021-12-26
273,83870,516,4.3,2021-11-21
274,57787,829,3.8,2023-11-23
275,12081,529,2.0,2023-09-22
276,62641,673,2.7,2022-04-24
277,22881,489,3.0,2025-01-03
278,39655,101,1.8,2022-04-10
279,77672,571,1.3,2023-10-27
280,94476,278,2.2,2021-11-02
281,92574,125,4.9,2021-07-06
282,72599,73,3.5,2024-02-11
283,81340,188,4.5,2023-01-17
284,92772,73,1.2,2022-06-01
285,28122,286,1.0,2020-09-26
286,92916,580,3.4,2022-12-18
287,30315,216,4.1,2022-11-18
288,69926,981,4.5,2021-07-03
289,64326,897,4.1,2024-07-17
290,94247,579,4.7,2022-12-11
291,76255,4,2.9,2025-06-16
292,11626,261,5.0,2023-07-30
293,60705,632,2.4,2020-08-29
294,24616,347,4.2,2024-11-17
295,69105,202,2.5,2020-07-27
296,63413,438,2.6,2023-10-24
297,36976,990,1.2,2021-02-19
298,33181,144,3.3,2024-07-30
299,37749,909,2.5,2020-12-21
300,67816,302,3.4,2024-10-20
301,26678,362,2.2,2025-01-01
302,9176,101,3.3,2024-08-16
303,98619,26,4.1,2024-06-23
304,66069,738,2.6,2025-01-17
305,59747,540,4.7,2023-09-16
306,56314,522,1.6,2023-09-30
307,11138,623,2.7,2025-02-03
308,61903,420,1.7,2025-05-15
309,48729,374,2.3,2021-04-22
310,96199,986,2.6,2021-05-16
311,87418,166,2.5,2024-04-14
312,13785,141,2.8,2023-12-10
313,19784,421,2.6,2021-12-02
314,49427,971,4.9,2020-09-23
315,48175,170,1.7,2021-10-23
316,71492,169,2.9,2023-02-06
317,73309,216,4.5,2023-10-17
318,36575,586,1.7,2021-01-10
319,22912,438,2.4,2023-03-27
320,61404,820,3.6,2025-01-08
321,62893,639,1.2,2023-01-27
322,30588,268,4.1,2023-10-14
323,25645,148,3.3,2022-07-05
324,61091,836,1.4,2022-05-05
325,64423,716,3.1,2024-10-28
326,72311,508,4.2,2023-01-11
327,10147,296,1.5,2022-07-29
328,62093,683,2.4,2021-08-21
329,44372,89,1.3,2023-09-22
330,14781,182,1.7,2024-02-01
331,86849,749,4.1,2022-10-01
332,39736,414,4.2,2024-08-07
333,19899,28,2.5,2023-06-21
334,19291,855,2.6,2023-12-26
335,98480,347,2.7,2020-12-03
336,21962,635,2.4,2022-11-01
337,79921,659,2.1,2021-04-01
338,97552,669,4.4,2024-03-19
339,67078,684,2.0,2025-05-17
340,39597,437,2.5,2024-12-17
341,34534,198,3.7,2025-06-04
342,98829,445,2.9,2023-11-28
343,28445,777,4.3,2023-12-28
344,94298,494,2.5,2022-11-09
345,51831,73,1.4,2025-04-12
346,51910,864,1.8,2020-12-18
347,69124,554,2.4,2022-10-23
348,65358,301,3.7,2021-11-14
349,23377,91,1.2,2020-08-15
350,27540,123,3.3,2022-04-07
351,61311,86,1.5,2022-09-10
352,2371,420,2.9,2023-08-01
353,96021,655,1.8,2021-09-05
354,43398,901,2.6,2025-06-16
355,76705,449,1.2,2023-04-02
356,30845,259,3.9,2024-02-11
357,80582,240,1.6,2022-03-04
358,17318,838,1.7,2021-12-09
359,67667,240,4.7,2023-11-18
360,21613,453,3.8,2023-01-01
361,28683,9,2.4,2022-02-03
362,46711,245,2.6,2022-05-11
363,61159,596,1.7,2022-07-12
364,34069,815,3.4,2024-11-04
365,3806,238,5.0,2020-10-02
366,36317,841,3.2,2020-09-18
367,75560,941,1.8,2025-05-14
368,42722,686,1.6,2022-09-06
369,15127,541,4.1,2021-06-30
370,75908,103,1.7,2024-12-15
371,71067,890,2.6,2022-03-15
372,89140,75,1.2,2023-05-31
373,67031,698,1.8,2021-03-09
374,75089,932,1.2,2021-11-04
375,80350,285,4.7,2020-07-28
376,58312,419,3.4,2022-12-24
377,73764,426,2.7,2021-01-08
378,48725,849,2.9,2024-01-11
379,35263,723,4.8,2024-04-19
380,658,234,3.7,2024-07-09
381,2275,147,1.8,2020-09-15
382,62989,767,3.9,2024-11-19
383,53448,808,1.0,2021-11-04
384,69217,431,1.7,2021-01-31
385,7385,92,2.9,2021-10-24
386,20605,756,4.9,2022-10-29
387,86571,217,1.5,2021-01-24
388,27077,585,2.6,2021-03-11
389,400,873,2.6,2024-08-24
390,98928,118,1.9,2023-03-15
391,58482,728,1.7,2025-02-22
392,57494,694,2.6,2023-06-24
393,39416,985,1.9,2021-09-20
394,29977,373,4.0,2020-09-28
395,37032,162,2.2,2024-04-26
396,99314,575,4.7,2020-11-23
397,22042,725,2.5,2021-04-22
398,33378,939,4.8,2024-08-17
399,52703,771,2.2,2021-02-02
400,78283,841,2.9,2021-10-03
401,8408,460,2.9,2021-07-29
402,40713,762,2.1,2024-05-06
403,86545,800,2.9,2023-12-31
404,5071,300,1.7,2020-07-18
405,78479,845,1.3,2022-05-19
406,48394,791,1.7,2023-11-23
407,67419,905,3.1,2023-01-11
408,86812,6,4.7,2023-12-05
409,51517,651,1.6,2022-06-01
410,6721,299,1.3,2021-01-08
411,30921,562,4.0,2024-04-07
412,98976,3,3.4,2023-11-26
413,87243,576,3.2,2020-11-24
414,25629,690,1.6,2023-07-17
415,90464,253,4.4,2022-01-20
416,14306,948,3.7,2022-08-12
417,22747,1,1.9,2022-11-23
418,59244,833,4.4,2024-12-17
419,71664,34,1.8,2020-09-07
420,59766,619,2.4,2020-08-12
421,94189,938,3.4,2024-05-04
422,8800,946,3.8,2023-01-30
423,87879,784,3.6,2021-10-19
424,56083,471,3.9,2021-01-11
425,81049,863,1.7,2022-10-25
426,65702,76,3.3,2023-04-12
427,30665,323,1.9,2020-08-07
428,37835,694,2.8,2021-05-27
429,78226,273,4.0,2020-10-07
430,68876,861,1.2,2024-05-05
431,3985,234,4.4,2020-11-30
432,34849,216,4.7,2020-10-15
433,42800,119,2.1,2021-01-14
434,90621,245,2.3,2022-04-24
435,70504,360,2.1,2023-04-23
436,16065,685,1.4,2022-08-14
437,29190,931,2.8,2023-01-26
438,60960,225,2.0,2024-11-05
439,27977,623,2.6,2023-03-03
440,2689,386,1.3,2024-12-24
441,77704,752,4.7,2025-01-14
442,61288,230,2.9,2023-04-06
443,6597,283,3.0,2025-05-13
444,22962,536,2.6,2024-10-27
445,60629,141,3.0,2023-06-02
446,92161,138,2.7,2021-10-22
447,42093,699,1.2,2022-09-20
448,74302,562,3.4,2023-02-02
449,8126,880,1.5,2022-06-20
450,55816,233,3.1,2021-10-19
451,14693,383,1.1,2023-02-10
452,69705,146,1.2,2020-09-25
453,99314,935,1.2,2024-01-23
454,27748,271,4.4,2023-07-07
455,93188,427,1.8,2022-12-03
456,58266,321,4.5,2024-01-28
457,84491,271,4.4,2024-11-06
458,60786,677,4.2,2025-04-19
459,20094,333,2.9,2021-03-14
460,77064,862,2.3,2022-05-13
461,14855,229,1.9,2022-10-01
462,60313,239,4.0,2023-06-05
463,41756,189,3.3,2022-12-10
464,39606,62,2.4,2020-09-13
465,66361,619,2.2,2024-04-14
466,97622,941,2.2,2021-07-28
467,37518,885,1.7,2024-07-04
468,47511,474,2.4,2023-03-11
469,6599,832,4.5,2023-09-25
470,60646,651,4.4,2022-08-04
471,58303,329,4.7,2022-05-02
472,43796,382,2.4,2025-04-08
473,16107,139,2.2,2022-12-13
474,99951,706,1.5,2022-04-26
475,59387,434,1.8,2022-06-19
476,83356,953,2.9,2025-04-28
477,53187,396,2.8,2022-05-18
478,31448,896,3.2,2021-07-14
479,42289,904,4.9,2024-11-28
480,86505,30,4.2,2022-03-05
481,97269,570,4.4,2021-02-28
482,43417,536,3.2,2022-02-14
483,55712,617,4.7,2021-06-03
484,75828,734,3.8,2024-05-25
485,30450,363,1.1,2024-06-20
486,47418,78,4.4,2022-06-20
487,17710,140,3.4,2021-12-26
488,88664,519,1.4,2021-09-12
489,31968,50,2.8,2020-12-01
490,93567,328,3.5,2021-10-19
491,50097,334,3.4,2023-08-05
492,29189,204,3.7,2021-06-20
493,82736,582,4.1,2024-10-09
494,54555,896,2.7,2025-06-08
495,6647,804,1.2,2022-02-03
496,3893,117,2.3,2020-10-21
497,65466,582,2.0,2023-09-06
498,8518,559,2.9,2023-10-07
499,93738,58,3.5,2024-08-18
500,50728,226,3.2,2024-07-08
501,3151,1,3.4,2024-04-03
502,28226,804,3.2,2020-12-20
503,16058,546,2.4,2022-10-11
504,80506,585,2.7,2021-08-28
505,85146,179,1.6,2025-06-17
506,35723,451,3.2,2020-09-01
507,16169,509,1.8,2024-01-16
508,17975,109,4.0,2023-02-17
509,41501,520,4.9,2022-11-27
510,75130,16,2.8,2022-12-25
511,76226,891,2.5,2023-05-07
512,90428,135,4.4,2024-06-19
513,99837,877,3.2,2021-12-25
514,8100,848,3.3,2024-10-07
515,5987,81,2.4,2025-06-01
516,91021,874,2.6,2022-09-05
517,91576,449,3.2,2021-08-18
518,32776,9,4.5,2020-10-28
519,88854,546,1.6,2020-08-19
520,6958,360,4.0,2025-03-01
521,95781,407,4.9,2024-06-27
522,2926,217,3.3,2021-05-08
523,60031,313,2.0,2023-04-28
524,46486,545,3.2,2025-02-09
525,54170,182,3.4,2022-05-15
526,49426,398,2.5,2023-03-25
527,71772,858,1.4,2021-01-22
528,44303,206,4.0,2022-01-29
529,53260,953,4.8,2021-04-11
530,99863,863,4.5,2023-09-22
531,9417,24,1.6,2022-10-07
532,45313,901,1.1,2024-09-02
533,22844,265,2.4,2025-07-13
534,85884,140,2.6,2023-05-04
535,59347,716,4.4,2024-12-15
536,9109,437,1.5,2025-04-03
537,31045,165,3.2,2022-06-21
538,91420,592,2.8,2022-05-02
539,69571,462,1.6,2025-06-13
540,342,753,3.2,2025-01-09
541,44866,420,3.4,2021-05-11
542,13904,186,3.1,2024-11-09
543,66262,477,2.5,2022-06-25
544,70161,680,4.2,2025-02-28
545,49372,985,2.0,2021-09-21
546,99114,339,1.0,2024-09-23
547,50622,483,2.2,2023-08-13
548,85398,340,5.0,2022-05-31
549,52708,922,2.2,2021-06-22
550,39198,429,4.8,2025-02-24
551,68945,301,2.1,2020-11-19
552,36620,383,2.5,2024-06-28
553,22502,452,3.4,2021-08-08
554,24377,845,4.7,2023-05-03
555,26487,414,2.7,2024-03-19
556,4136,955,1.6,2020-10-29
557,77185,986,1.8,2025-02-03
558,97280,40,3.1,2022-01-24
559,66446,745,3.8,2025-01-05
560,29949,144,3.1,2021-12-10
561,10227,236,3.3,2021-09-01
562,53015,1000,1.9,2025-05-08
563,84246,134,3.4,2020-10-07
564,11816,278,2.4,2022-11-19
565,4156,862,3.0,2023-02-20
566,37545,784,3.6,2022-05-04
567,47518,242,2.3,2025-05-02
568,34014,936,3.8,2023-05-17
569,22152,755,2.6,2021-12-18
570,39789,96,2.7,2023-09-27
571,17831,826,3.1,2021-05-23
572,62767,108,2.6,2020-11-29
573,54028,151,2.5,2023-12-20
574,80922,978,1.8,2021-06-26
575,20511,489,2.5,2023-07-16
576,99634,68,1.0,2022-05-24
577,10030,232,2.9,2022-12-04
578,2429,72,3.5,2024-04-12
579,76888,764,2.8,2021-08-11
580,49038,937,2.9,2021-04-15
581,54624,317,3.0,2021-10-26
582,29057,369,4.5,2023-01-06
583,69093,588,4.9,2024-04-23
584,48040,517,3.4,2024-12-24
585,55871,107,4.4,2022-12-26
586,12978,586,1.4,2024-10-30
587,69237,495,1.9,2023-04-06
588,75158,887,1.8,2021-08-16
589,36448,264,1.6,2025-04-24
590,22026,400,2.3,2023-01-21
591,83270,625,1.4,2022-06-24
592,12471,794,2.2,2024-09-17
593,73868,957,2.5,2021-03-29
594,34938,621,1.6,2023-07-06
595,97556,128,3.0,2022-01-14
596,47217,719,3.5,2021-02-18
597,19576,688,4.8,2020-12-07
598,14828,423,3.9,2021-09-18
599,38897,990,3.9,2024-11-19
600,33245,786,1.4,2023-05-08
601,53861,428,3.6,2021-11-22
602,88582,682,4.4,2022-01-09
603,34056,448,3.6,2025-04-28
604,38423,465,1.4,2022-09-02
605,18200,807,1.5,2020-07-20
606,93924,949,1.6,2021-06-12
607,95347,775,4.5,2023-04-28
608,92486,576,4.0,2025-03-07
609,70521,979,1.7,2024-02-21
610,42675,284,3.1,2020-10-04
611,95318,142,2.9,2022-08-31
612,1672,551,4.4,2022-05-18
613,19245,300,1.9,2023-10-05
614,93038,479,4.6,2024-12-30
615,13394,97,1.3,2024-05-24
616,23169,224,2.1,2021-05-22
617,35957,138,1.5,2022-03-07
618,1326,62,4.2,2022-02-11
619,51856,539,4.0,2022-11-12
620,5295,568,3.5,2023-03-12
621,58426,265,4.2,2021-01-03
622,73691,145,4.9,2023-07-05
623,16475,118,2.0,2021-12-09
624,46766,143,4.9,2020-12-31
625,57001,969,4.9,2025-02-20
626,33270,260,3.4,2021-03-25
627,73539,822,2.1,2022-04-01
628,14815,299,3.3,2023-03-01
629,96762,198,2.7,2023-02-16
630,88339,902,2.4,2024-08-23
631,47318,332,2.2,2021-02-18
632,70431,99,4.0,2024-09-18
633,23310,719,2.8,2020-09-14
634,46301,281,4.7,2023-05-16
635,98914,898,1.7,2023-04-07
636,67227,12,4.3,2020-11-20
637,23864,252,3.8,2023-04-21
638,64804,850,2.6,2022-04-27
639,52028,917,3.4,2021-04-06
640,1338,308,3.0,2020-08-26
641,57585,922,4.3,2022-01-23
642,54588,988,1.2,2021-02-14
643,75875,643,3.1,2022-03-15
644,57721,257,2.3,2021-02-28
645,73771,208,4.7,2025-05-13
646,36419,923,1.7,2020-12-20
647,72071,243,2.5,2024-07-12
648,33099,707,4.7,2022-07-03
649,27988,66,4.6,2024-04-28
650,15568,366,1.3,2024-02-17
651,67653,764,2.5,2021-07-17
652,47143,706,2.7,2023-10-30
653,95866,821,1.1,2020-10-20
654,41682,778,3.5,2022-05-01
655,73664,131,1.8,2025-02-14
656,6701,555,4.0,2023-01-11
657,96970,552,3.3,2024-10-12
658,8905,769,4.7,2023-06-04
659,66879,166,1.8,2024-11-06
660,59218,49,4.6,2020-08-22
661,22254,486,2.3,2021-12-31
662,72324,811,4.9,2021-07-28
663,27588,115,2.3,2025-01-05
664,30543,498,1.3,2023-05-16
665,58359,809,3.8,2020-09-10
666,40549,996,3.5,2021-09-02
667,65619,573,4.0,2023-02-26
668,23736,421,4.8,2022-06-23
669,9667,39,5.0,2024-02-16
670,5410,749,3.6,2023-10-14
671,83233,949,4.9,2023-01-18
672,58320,685,1.9,2023-05-30
673,4865,961,2.1,2021-01-31
674,70925,49,3.5,2025-04-29
675,74094,749,3.2,2022-07-07
676,70649,653,4.7,2025-01-28
677,45862,414,3.0,2024-06-18
678,18330,542,2.5,2025-07-08
679,39102,406,1.9,2022-05-24
680,70989,531,4.8,2022-10-21
681,26954,30,2.4,2024-04-15
682,11972,96,1.4,2022-07-13
683,3431,903,4.4,2025-07-01
684,38525,324,1.4,2022-05-07
685,25808,431,2.2,2024-05-22
686,5746,76,2.1,2022-03-04
687,78420,633,1.2,2024-07-15
688,80570,209,1.3,2024-06-30
689,68906,917,2.0,2021-04-24
690,92851,417,3.7,2021-08-03
691,7591,570,1.7,2022-09-24
692,81942,346,2.6,2024-08-20
693,93909,141,4.7,2025-04-09
694,20119,514,1.3,2023-12-01
695,85618,958,4.2,2023-12-21
696,84975,98,1.3,2023-04-22
697,40936,967,2.5,2023-02-28
698,18401,724,1.2,2023-06-30
699,14453,943,2.0,2025-04-08
700,95508,276,1.0,2025-04-08
701,20818,133,4.8,2022-07-08
702,7149,140,4.3,2020-08-30
703,95942,943,3.2,2023-11-21
704,18968,98,4.9,2021-03-28
705,17109,801,3.3,2021-03-08
706,55913,347,2.8,2020-09-22
707,20265,731,3.4,2020-08-03
708,48871,603,2.1,2024-09-09
709,79524,832,3.0,2021-06-16
710,59957,121,2.6,2021-10-28
711,88794,60,5.0,2024-04-30
712,56019,237,4.0,2025-07-06
713,82426,593,4.0,2023-08-26
714,99164,632,4.5,2024-03-01
715,70508,208,1.6,2020-09-20
716,91094,79,2.5,2020-08-11
717,80983,941,3.2,2022-03-21
718,84984,602,2.6,2024-10-24
719,8185,446,1.4,2022-09-10
720,562,272,3.7,2025-01-23
721,32723,690,2.5,2021-04-25
722,94772,951,2.8,2023-03-01
723,50577,536,5.0,2023-01-06
724,49206,730,2.2,2022-09-03
725,81796,299,1.5,2020-12-23
726,51810,173,4.6,2024-04-29
727,66288,399,3.8,2025-01-02
728,65778,92,3.1,2020-07-18
729,28355,413,2.7,2023-07-04
730,15411,155,4.7,2022-02-20
731,21905,85,2.2,2022-06-04
732,90328,469,2.6,2021-01-14
733,28427,863,2.5,2023-02-25
734,94472,266,2.4,2021-11-11
735,66128,370,1.3,2023-12-26
736,3764,106,1.2,2024-06-30
737,49504,438,2.4,2022-11-16
738,49183,544,1.8,2025-03-01
739,5996,930,4.4,2024-11-24
740,40663,94,4.8,2021-01-14
741,29488,590,2.9,2021-09-27
742,16884,671,1.4,2023-11-27
743,73398,341,2.5,2025-07-12
744,92532,410,3.1,2022-05-07
745,43686,11,2.6,2022-04-08
746,35086,873,1.8,2024-04-01
747,1809,125,1.0,2022-04-04
748,12919,278,3.9,2022-10-09
749,39481,113,4.3,2023-06-29
750,20366,910,1.0,2022-06-21
751,50023,764,3.5,2023-01-14
752,708,380,4.6,2024-10-12
753,36216,899,2.1,2022-09-11
754,69348,797,3.9,2023-08-09
755,20393,762,1.6,2023-03-15
756,14603,425,3.4,2023-04-18
757,5147,312,4.2,2024-11-25
758,44263,200,1.4,2022-05-19
759,1305,336,3.3,2023-03-06
760,88884,928,2.0,2021-12-30
761,80968,904,4.9,2022-10-25
762,29121,757,3.8,2022-06-12
763,25281,410,2.8,2024-09-29
764,20040,875,2.4,2021-02-02
765,36896,37,1.9,2022-04-09
766,23675,683,2.0,2024-05-29
767,97907,56,2.3,2022-08-30
768,38358,688,3.6,2024-03-28
769,37506,759,2.9,2025-07-11
770,96463,546,3.7,2021-08-25
771,21968,487,4.5,2022-05-11
772,80813,787,4.7,2020-11-14
773,32924,386,3.8,2020-10-04
774,51109,990,4.5,2021-01-15
775,31017,442,4.2,2021-01-05
