user_id,menu_id
42231,44
42231,3
42231,15
42231,58
42231,74
42231,13
42231,57
7399,1
7399,96
7399,39
7399,85
34773,55
34773,33
34773,7
34773,83
34773,49
34773,46
34773,90
34773,35
87785,78
87785,70
61567,34
61567,59
54030,19
54030,96
54030,33
54030,4
54030,31
54030,82
54030,57
97356,42
97356,15
97356,58
97356,22
97356,16
97356,89
97356,43
97356,67
97356,99
97356,7
31437,66
31437,79
31437,52
31437,56
39819,18
39819,98
39819,34
39819,82
39819,23
75957,15
75957,68
75957,78
75957,77
75957,61
75957,88
66109,55
66109,17
66109,54
66109,49
74657,16
74657,88
74657,10
57407,44
57407,62
57407,80
57407,42
57407,33
28396,45
28396,3
28396,97
28396,49
28396,95
87031,54
87031,93
87031,68
87031,60
87031,53
87031,77
47129,15
47129,29
75742,4
75742,56
75742,7
75742,18
28181,89
28181,28
28181,75
28181,12
28181,32
28181,96
28181,37
28181,98
28181,10
28181,9
8131,22
8131,61
8131,64
39842,71
39842,16
39842,75
17535,94
17535,80
84376,21
84376,25
84376,66
84376,93
84376,37
84376,24
84376,65
84376,3
84376,26
84376,84
90317,79
90317,86
90317,9
90317,68
90317,67
90317,13
90317,88
95254,22
95254,75
95254,78
95254,63
95254,69
95254,25
89372,59
89372,84
89372,29
89372,54
89372,21
3643,99
3643,83
59687,21
59687,63
59687,10
76000,65
76000,63
76000,78
76000,58
76000,46
76000,76
76000,79
50070,29
13064,82
13064,17
13064,12
13064,2
13064,53
74946,89
74946,69
74946,79
74946,65
74946,23
74946,3
74946,52
286,84
286,18
286,58
286,100
286,92
54062,67
54062,30
66818,88
66818,33
66818,82
66818,13
66818,64
53999,22
53999,62
53999,20
53999,48
53999,95
53999,38
53999,60
53999,71
53999,94
47857,44
34639,24
34639,62
34639,18
34639,2
34639,83
34639,34
14071,38
14071,42
14071,8
14071,96
87885,10
87885,5
87885,53
87885,21
87885,79
87885,73
87885,88
87885,89
87885,58
87885,52
49867,66
49867,96
49867,75
49867,11
49867,17
49867,79
49867,35
5715,69
62188,92
62188,18
62188,82
62188,15
62188,71
62188,91
62188,32
62188,72
11954,27
11954,47
11954,26
11954,65
74950,94
74950,75
74950,52
74950,73
74950,4
74950,100
74950,98
13526,21
13526,97
13526,55
13526,75
13526,74
13526,85
13526,86
13526,77
13526,24
13526,13
56923,38
56923,81
56923,49
56923,89
56923,88
56923,9
56923,52
56923,82
56923,70
24178,61
7684,10
93602,69
93602,16
93602,91
93602,35
93602,61
93602,88
93602,18
93602,78
93602,40
93602,99
88975,56
88975,3
88975,42
88975,13
35802,14
21966,27
21966,15
21966,39
21966,56
21966,86
21966,45
20683,80
20683,6
20683,59
20683,69
20683,13
81912,11
81912,58
81912,63
81912,77
81912,20
81835,47
81835,66
81835,34
81835,60
81835,51
81835,90
81835,45
81835,94
71130,2
71130,74
25888,10
25888,2
23987,41
23987,34
23987,83
23987,30
23987,24
23987,29
23987,28
23987,45
23987,98
76589,89
76589,18
76589,63
76589,22
76589,82
34878,25
34878,86
34878,30
34878,88
34878,50
34878,3
34878,45
34878,36
34878,96
34878,78
1962,10
1962,71
1962,26
1962,61
1962,11
1962,55
1962,68
1962,36
1962,70
1962,52
96405,41
96405,2
96405,1
99508,35
99508,8
99508,51
99508,87
99508,59
99508,62
99508,66
77770,61
77770,74
77770,83
77770,29
16638,33
16638,60
16638,2
67017,3
67017,25
67017,44
67017,50
67017,14
67017,53
67017,5
67017,81
67017,67
23689,23
23689,50
23689,12
23689,39
23689,88
1991,74
1991,46
1991,40
1991,82
61543,94
61543,59
61543,21
61543,20
61543,24
61543,70
61543,69
61543,82
97208,78
97208,31
97208,62
97208,5
97208,27
97208,91
88581,25
88581,61
61539,96
61539,47
61539,44
61539,80
61539,73
61539,46
92637,56
92637,81
92637,96
92637,74
92637,42
92637,6
92637,98
92637,82
1148,5
1148,8
1148,52
1148,36
1148,13
1148,14
1148,80
1148,98
1148,97
76373,100
76373,16
76373,70
76373,44
76373,86
76373,20
76373,53
76373,39
76373,91
88197,81
88197,43
88197,77
88197,4
79158,8
79158,98
79158,19
37626,1
22044,14
23272,38
23272,31
23272,84
23272,50
93544,41
93544,14
93544,1
93544,13
22934,99
22934,66
22934,98
80541,80
80541,38
43791,53
43791,24
43791,25
43791,57
43791,29
43791,47
60681,33
60681,48
18861,23
18861,11
18861,55
18861,52
18861,82
18861,30
18861,75
18861,16
18861,15
13731,11
13731,19
13731,43
13731,35
13731,39
13731,69
13731,73
13731,44
13731,91
13731,27
67793,11
67793,74
67793,4
67793,80
67793,78
67793,85
67793,95
67793,6
67793,93
67793,30
91870,84
91870,4
91870,43
91870,81
91870,90
91870,59
91870,65
91870,79
91870,48
91870,73
58485,49
58485,80
3898,28
3898,44
3898,54
3898,41
3898,47
3898,56
3898,55
3898,66
3898,40
63264,28
63264,39
63264,59
63264,40
63264,94
63264,61
63264,49
63264,54
340,59
340,87
340,52
340,17
78065,99
70264,96
70264,46
4867,97
4867,59
4867,37
4867,75
4867,21
4867,54
4867,47
29749,54
29749,20
29749,51
29749,3
30896,47
30896,59
30896,79
30896,23
30896,87
30896,21
30896,20
21256,67
86202,51
86202,58
12406,37
12406,49
12406,65
12406,28
25824,58
25824,92
25824,33
25824,19
25824,48
52386,55
52386,33
52386,49
52386,59
52386,57
52386,54
88506,7
88506,3
88506,31
88506,37
88506,92
88506,43
88506,32
88506,71
88506,9
21095,28
21095,61
21095,3
21095,82
21095,5
21095,33
24879,74
23632,55
23632,70
23632,61
23632,44
23632,49
23632,91
23632,25
23632,3
23632,22
23632,32
84373,76
84373,42
84373,99
84373,85
84373,70
84373,52
84373,2
84373,72
13407,53
13407,28
13407,64
13407,61
13407,49
13407,63
20297,65
20297,29
20297,45
20297,4
20297,92
20297,54
20297,11
20297,38
20297,83
14304,38
14304,82
14304,28
14304,50
14304,75
87678,62
87678,99
87678,80
87678,61
87678,18
87678,32
87678,10
45720,10
45720,17
45720,88
45720,93
43918,80
43918,43
43918,95
43918,41
84168,39
84168,49
84168,35
84168,63
84168,9
84168,13
84168,96
84168,21
84168,19
87581,76
87581,6
87581,51
87581,73
87581,34
87581,27
87581,89
87581,67
87581,18
43003,40
43003,96
43003,100
43003,75
43003,29
43003,6
43003,71
43003,80
43003,35
43003,93
25672,39
25672,100
25672,2
25672,89
25672,43
25672,58
25672,91
25672,88
25672,47
45479,29
45479,13
45479,1
45479,89
45479,18
45479,8
45479,10
45479,87
1886,38
1886,54
1886,31
1886,21
1886,75
1886,94
5628,5
5628,70
5628,19
5628,10
5628,3
5628,98
83582,34
83582,36
83582,86
83582,98
83582,11
83582,78
83582,6
30226,49
30226,42
81582,59
14604,30
14604,90
14604,60
14604,15
14604,48
14604,99
14604,7
14604,81
14604,1
58537,45
58537,21
58537,2
58537,85
58537,3
58537,32
58537,41
58537,78
58537,80
58537,86
55952,35
55952,89
55952,26
55952,68
55952,10
55952,4
55952,6
55952,2
55952,75
55952,100
14678,100
14678,8
14678,67
14678,68
14678,44
14678,17
14678,23
14678,84
72041,86
82021,36
82021,84
82021,7
82021,17
82021,90
82021,51
82021,80
82021,86
40631,95
40631,67
40631,52
40631,28
40631,61
98069,56
98069,98
98069,20
98069,54
98069,42
75614,4
75614,53
75614,18
75614,90
75614,68
75614,85
75614,40
75614,97
75614,22
75614,61
42010,9
42010,53
42010,100
42010,81
42010,58
42010,40
63258,13
63258,78
63258,35
63258,12
63258,76
63258,77
63258,56
63258,85
63258,59
63772,61
63772,22
23142,50
23142,77
23142,39
23142,62
23142,4
98085,17
98085,53
98085,5
98085,50
91706,31
91706,83
91706,58
91706,19
6426,41
6426,93
6426,77
6426,66
6426,83
6426,1
80129,55
80129,19
80129,82
34589,58
34589,66
34589,65
34589,72
34589,97
34589,26
34589,64
40615,58
40615,7
40615,37
78463,60
78463,35
99561,15
99561,31
99561,25
99561,92
99561,39
99561,10
99561,36
78901,78
78901,68
78901,72
78901,10
78901,75
78901,87
64990,9
64990,41
64990,24
64990,21
64990,43
64990,99
64990,40
64990,38
64990,22
64363,31
64363,3
64363,82
64363,5
64363,43
36390,30
36390,4
36390,70
36390,53
2408,17
2408,68
36411,87
36411,82
36411,63
36411,64
36411,54
30053,36
30053,42
30053,89
30053,5
30053,99
30053,74
30053,41
33786,37
33786,74
33786,9
33786,85
7307,65
7307,49
7307,38
7307,37
32287,65
32287,60
32287,99
32287,21
32287,80
32287,3
32287,46
32287,20
30681,4
30681,54
30681,46
30681,52
28338,25
28338,78
28338,98
30890,58
30890,14
30890,87
30890,51
30890,50
30890,34
45215,36
45215,43
45215,33
45215,93
45215,66
45215,61
45215,63
13451,60
13451,37
13451,41
13451,65
13451,97
13451,6
136,31
136,40
40929,82
40929,74
40929,11
40929,78
40929,67
40929,86
40929,6
40929,71
27550,68
27550,42
27550,22
27550,32
27550,33
27550,50
27550,25
53108,4
53108,8
15251,94
15251,43
15251,70
15251,58
15251,8
15251,74
15251,85
71088,86
71088,9
71088,71
71088,49
96246,76
96246,14
96246,60
96246,49
96246,41
96246,2
96246,86
96246,98
96246,15
96246,20
40595,62
40595,50
40595,37
40595,67
40595,61
40595,98
40595,57
40595,21
83116,35
83116,34
83116,23
83116,71
83116,61
98689,77
98689,8
99131,27
99131,51
99131,47
99131,6
99131,16
99131,39
99131,55
99131,81
99131,66
98480,80
98480,99
98480,43
98480,77
98480,36
98480,76
98480,3
98480,39
98480,65
72350,86
2067,48
2067,71
2067,56
2067,46
2067,55
2067,1
2067,49
2067,57
35481,25
35481,4
35481,68
35481,5
35481,85
73918,71
73918,57
73918,61
73918,77
73918,43
73918,29
9949,80
9949,82
9949,24
9949,69
9949,36
9949,70
9949,54
9949,49
9949,12
18205,80
18205,25
18205,61
18205,11
18205,17
18205,66
18205,82
18205,76
18205,67
1966,63
1966,27
44809,19
44809,61
44809,36
44809,75
44809,54
95420,38
95420,62
95420,52
95420,28
95420,79
95420,94
95420,25
95420,44
95420,16
95420,53
93947,91
93947,39
23771,82
23771,6
23771,66
23771,43
50664,67
50664,9
50664,90
50664,28
50664,13
50664,43
50664,62
62849,44
62849,87
62849,56
62849,19
62849,54
62849,21
62849,97
86666,82
86666,96
86666,24
86666,27
86666,97
86666,71
86666,86
86666,41
86666,26
51961,36
51961,54
43813,85
43813,99
43813,76
63154,11
98856,34
98856,53
98856,28
98856,22
98856,80
98856,8
98856,75
98856,90
49250,32
49250,62
49250,53
49250,38
49250,48
49250,3
49250,86
49250,21
49250,67
14156,100
14156,27
14156,65
14156,79
14156,55
14156,68
14156,21
84744,44
84744,50
84744,20
84744,75
84744,25
14759,40
14759,8
14759,44
38755,17
54113,10
54113,80
54113,8
80710,3
80710,47
80710,84
80710,64
80710,40
80710,38
80710,67
80710,92
80710,35
80710,61
95881,71
95881,25
95881,79
64396,50
64396,39
64396,22
64396,62
64396,16
19663,64
19663,66
19663,37
19663,45
19663,54
19663,71
19663,9
19663,74
34686,79
34686,77
34686,86
34686,56
34686,73
34686,45
34686,5
34686,22
34686,44
39190,42
39190,76
39190,6
39190,83
39190,10
39190,38
62999,11
80164,92
80164,45
70485,2
70485,5
70485,65
70485,96
70485,79
70485,4
70485,43
70485,56
70485,44
70485,57
70750,98
70750,62
70750,1
39803,13
39803,81
75495,37
75495,98
75495,94
75495,20
75495,3
75495,8
75495,78
51761,34
51761,4
51761,91
51761,18
51761,28
51761,74
51761,100
95422,85
95422,30
95422,8
66057,76
66057,3
66057,52
66057,93
66057,24
66057,99
64545,10
97647,18
97647,99
97647,56
97647,26
97647,33
97647,48
97647,11
97647,57
61301,31
61301,21
61301,37
61301,96
61301,92
61301,79
61301,60
61301,87
80889,84
80889,53
80889,32
1263,81
1263,24
1263,43
1263,92
1263,55
1263,28
1263,17
1263,75
40351,25
40351,90
40351,64
40351,21
40351,97
40351,72
26747,64
55809,29
55809,16
55809,69
55809,64
55809,39
85758,56
85758,99
85758,5
85758,72
85758,64
85758,59
85758,31
85758,86
85758,43
18056,74
18056,58
18056,61
18056,37
18056,63
44157,83
44157,96
44157,9
44157,80
55746,50
55746,52
55746,27
55746,90
55746,91
55746,95
55746,35
55746,39
55746,15
55746,40
5034,89
5034,55
5034,18
85700,100
85700,39
85700,68
85700,22
85700,63
85700,59
85700,28
77187,49
77187,5
77187,47
77187,64
77187,93
77187,7
77187,19
77187,35
77187,1
77187,87
11371,2
11371,14
11371,10
11371,20
11371,1
11371,100
11371,46
11371,95
11371,51
11371,91
12142,11
12142,17
21364,61
21364,41
21364,63
17283,33
17283,29
17283,9
17283,57
88468,44
88468,18
88468,54
88468,78
88468,72
88468,64
88468,7
88468,46
41493,23
41493,64
41493,4
41493,68
41493,13
41493,44
41493,28
41493,56
57777,26
57777,90
57777,97
57777,59
57777,72
73674,62
73674,93
73674,55
73674,94
73674,91
30155,37
30155,7
30155,81
39489,13
39489,35
39489,16
66858,85
66858,29
66858,31
66858,82
66858,84
66858,83
54977,6
54977,64
54977,20
54977,22
54977,10
54977,8
44597,51
44597,37
44597,31
44597,92
44597,56
44597,55
44597,67
44597,13
44597,87
56252,52
56252,62
56252,44
56252,78
56252,25
56252,11
56252,42
56252,90
12053,5
12053,59
12053,11
12053,20
12053,52
12053,3
12053,75
12053,92
1703,71
1703,57
1703,75
1703,66
1703,98
1703,14
1703,45
1703,59
1703,39
32687,22
32687,87
90846,13
90846,95
90846,55
90846,4
90846,67
90846,41
61444,15
61444,4
61444,18
61444,52
35579,68
35579,67
23328,44
23328,98
23328,23
61150,98
61150,79
61150,95
61150,77
61150,45
40724,93
40724,27
40724,52
40724,36
40724,80
40724,59
40724,50
40724,51
40724,53
95804,62
95804,64
95804,66
95804,42
95804,68
95804,65
95804,34
95804,2
95804,74
95804,82
20106,50
20106,15
20106,62
16411,52
16411,14
16411,71
16411,46
16411,51
77902,70
77902,33
77902,36
23520,27
23520,2
23520,1
65274,48
65274,35
65274,82
65274,40
65274,27
65274,61
37503,49
37503,18
49566,34
49566,53
49566,2
49566,48
49566,70
49566,41
49566,56
49566,6
49566,57
66680,83
66680,57
66680,29
66680,100
66680,13
66680,73
1546,66
1546,88
1546,70
1546,76
1546,94
11338,24
11338,77
11338,52
11338,96
11338,68
50423,53
50423,28
50423,92
50423,46
50423,87
50423,54
50423,7
50423,78
9900,32
9900,95
9900,29
9900,92
9900,30
9900,77
9900,98
9900,21
9900,60
9900,97
75559,85
75559,76
75559,64
75559,48
75559,8
75559,16
75559,33
24301,57
45848,55
45848,49
45848,48
91573,9
91573,85
91573,37
27877,95
27877,59
27877,74
1720,49
1720,18
1720,20
1720,57
1720,51
1720,80
1720,63
84352,45
84352,29
84352,91
19561,8
19561,83
19561,65
3510,28
3510,31
3510,1
3510,3
3510,9
3510,74
3510,54
3510,35
3510,83
3510,79
29405,80
71354,9
71354,19
71354,36
71354,20
71354,73
71354,24
71354,39
42501,68
42501,93
42501,21
42501,36
88033,33
88033,7
88033,48
88033,86
88033,64
53214,85
53214,34
53214,73
53214,79
53214,74
53214,100
53214,40
53214,63
53214,58
53214,15
27328,16
67562,30
67562,58
67562,40
67562,23
56000,39
56000,99
56000,32
56000,28
56000,38
56000,82
56000,35
56000,5
56000,61
56000,20
23336,32
23336,22
23336,29
23336,44
80891,1
80891,17
80891,80
80891,27
80891,77
80891,14
80891,45
80891,75
89139,22
89139,94
89139,34
89139,38
81930,75
81930,23
81930,73
81930,58
98142,96
98142,79
98142,93
98142,24
98142,71
98142,29
98142,26
98142,44
74938,36
74938,1
74938,29
74938,78
16825,92
16825,44
16825,73
44720,89
44720,44
44720,20
16164,41
16164,97
16164,64
16164,37
16164,82
16164,28
16164,40
16164,46
16164,26
42493,3
42493,81
42493,61
42493,97
42493,12
42493,4
3017,31
3017,60
3017,69
3017,25
3017,47
3017,96
3017,15
3017,92
3017,13
95529,79
95529,47
95529,88
95529,43
66978,37
66978,41
38210,84
49751,78
49751,71
49751,65
49751,58
49751,88
49751,64
49751,28
49751,96
49751,97
49751,3
40395,33
40395,98
40395,64
40395,10
40395,68
40395,94
40395,88
40395,43
87001,63
87001,66
87001,91
87001,21
87001,33
87001,90
87001,64
87001,18
87001,80
87001,25
15192,64
74125,77
74125,56
79697,79
79697,30
79697,40
79697,42
79697,60
79697,47
79697,76
79697,15
79697,33
79697,36
19953,54
17322,93
17322,17
17322,48
17322,3
17322,16
50835,69
50835,14
50835,2
50835,40
50835,76
91572,60
91572,76
91572,35
91572,6
91572,65
91572,56
36549,19
36549,49
36549,95
36549,89
36549,53
36549,34
36549,48
42377,7
42377,5
42377,53
42377,51
73366,2
80003,10
80899,54
80899,6
80899,1
80899,73
80899,50
80899,52
80899,56
79062,19
79062,11
79062,44
79062,96
79062,46
79062,58
79062,51
79062,67
79062,33
79062,75
43692,2
43692,86
43692,5
43692,70
43692,42
43692,28
43692,72
66469,12
66469,76
66469,44
66469,28
66469,59
66469,53
66469,74
66469,16
37590,70
37590,38
37590,96
37590,16
84522,63
84522,6
84522,4
84522,35
84522,23
84522,25
84522,91
53586,60
53586,47
53586,30
53586,91
53586,44
53586,42
85205,89
31558,2
31558,95
31558,10
31558,99
31558,58
3141,55
3141,88
3141,18
3141,99
3141,61
3141,34
3141,75
3141,98
3141,40
3141,12
96037,49
96037,78
96037,13
33187,94
12683,40
12683,43
6786,95
6786,71
6786,72
6786,46
6786,96
6786,25
6786,19
6786,35
56882,7
56882,92
56882,58
56882,26
56882,44
56882,47
56882,77
66956,34
3808,99
3808,49
3808,93
71800,76
71800,9
71800,96
71800,63
71800,86
71800,69
71800,89
71800,1
71800,98
50925,30
50925,94
50925,57
50925,1
50925,84
50925,6
50925,63
50925,65
50925,32
59260,92
32228,9
32228,8
32228,27
32228,70
32228,64
32228,90
32228,37
32228,45
32228,53
7078,31
7078,92
51199,91
51199,66
51199,52
51199,15
51199,17
51199,35
33159,25
33159,22
27526,12
27526,1
27526,43
27526,63
27526,26
27526,2
27526,34
27526,82
63273,99
63273,17
63273,2
63273,40
63273,89
42805,11
42805,57
42805,46
42805,52
42805,62
42805,61
34558,1
34558,43
37711,12
37711,75
37711,94
98194,50
98194,36
98194,41
98194,79
98194,40
98194,17
98194,20
98194,49
98194,35
98194,84
47498,48
47498,16
47498,32
47498,35
47498,77
47498,50
42974,70
42974,47
42974,2
42974,54
42974,91
5369,60
5369,78
16549,68
16549,25
16549,89
13967,36
13967,72
13967,86
13967,14
13967,83
13967,31
13967,18
75459,36
75459,45
75459,4
75459,15
75459,87
75459,37
75459,1
75459,19
75459,13
64498,2
64498,19
64498,37
64498,22
64498,15
64498,33
64498,95
64498,94
64498,21
47562,34
47562,16
47562,92
47562,6
47562,47
65789,23
65789,25
65789,44
65789,49
25121,40
25121,2
25121,94
93873,96
31546,7
31546,4
31546,75
31546,26
31546,76
31546,82
31546,17
31546,64
31546,5
1578,100
1578,70
1578,46
1362,40
1362,26
1362,28
1362,29
1362,94
1362,75
1362,86
1362,22
19077,29
19077,10
30946,60
30946,9
30946,14
30946,56
30946,71
30946,29
30946,76
30946,90
30946,87
18125,94
18125,78
18125,55
990,51
990,16
990,74
97512,90
55355,66
55355,51
1384,23
1384,77
1384,71
14135,42
14135,94
14135,92
14135,91
14135,81
14135,76
14135,5
14135,63
14135,70
14135,58
92183,64
92183,88
92183,50
92183,51
92183,85
92183,95
92183,21
71671,31
71671,100
71671,13
71671,94
71671,10
71671,72
71671,4
626,47
626,64
34617,18
34617,78
20389,58
20389,85
20389,76
20389,98
20389,53
20389,54
20389,11
20389,62
20389,2
20389,70
62231,80
62231,67
62231,5
62231,6
71257,66
71257,5
71257,87
71257,27
4052,92
4052,76
4052,6
4052,13
4052,95
4052,80
4052,14
4052,4
4052,43
89667,30
89667,27
73820,94
73820,95
73820,61
73820,13
73820,77
73820,31
73820,1
73820,57
73820,83
20935,96
20935,87
20935,89
20935,43
20935,18
20935,21
20935,29
20935,86
20935,40
20935,6
29045,88
29045,27
29045,28
29045,85
29045,72
24507,53
24507,48
24507,81
24507,3
24507,33
3603,57
3603,45
3603,82
3603,61
3603,52
64033,59
64033,55
64033,18
64033,74
79373,7
79373,34
79373,77
67363,46
80624,53
80624,31
80624,25
80624,88
80624,14
80624,62
80624,9
81449,5
81449,45
81449,77
81449,23
81449,4
81449,39
81449,54
81449,82
81449,27
84800,35
84800,100
84800,28
84800,68
84800,93
84800,42
84800,53
84800,76
84800,55
65433,27
65433,6
65433,53
65433,10
65433,34
65433,9
65433,24
65433,77
65433,7
65508,46
65508,45
65508,72
65508,57
65508,50
65508,59
54832,75
54832,24
54832,35
54832,94
54832,15
54832,5
54832,96
54832,89
54832,13
77633,86
77633,7
77633,35
77633,53
77633,33
77633,25
77633,56
77633,6
77633,30
77633,80
69865,95
69865,55
10822,84
10822,32
10822,24
85369,84
85369,1
39533,93
39533,89
39533,35
8187,99
8187,18
8187,63
15051,4
15051,22
15051,39
15051,99
15051,27
15051,83
37965,80
37965,34
37965,22
37965,50
37965,92
37965,51
37965,55
58825,92
18556,78
18556,38
18556,46
18556,36
18556,25
18556,18
18556,61
18556,19
18556,52
18556,29
66592,75
66592,34
66592,68
66592,45
66592,31
66592,65
66592,74
66592,88
66592,77
49074,55
49074,99
49074,64
49074,17
49074,23
49074,46
18627,52
18627,72
18627,87
18627,53
18627,67
18627,83
18627,36
18627,21
36462,56
36462,71
36462,9
36462,100
20863,57
20863,34
20863,7
20863,19
20863,55
20863,3
20863,36
29784,64
80299,25
80299,78
80299,62
80299,6
80299,31
80299,70
80299,13
80299,19
80299,1
80299,77
7405,89
7405,53
7405,67
7405,7
10137,72
5421,36
5421,69
5421,80
5421,41
5421,55
5421,53
15173,4
15173,74
15173,64
66068,86
66068,60
66068,98
66068,80
66068,13
66068,3
28879,64
28879,92
28879,74
28879,23
28879,77
28879,4
28879,94
28879,52
28879,7
28879,58
31808,33
31808,9
31808,63
31808,82
31808,58
31808,20
31808,3
31808,10
31808,85
69101,23
69101,60
15100,20
15100,93
15100,24
15100,9
66065,83
66065,28
66065,70
66065,74
66065,60
66065,88
95864,56
95864,84
95864,79
95864,74
95864,18
95864,21
92881,95
92881,77
92881,29
92881,75
92881,83
92881,10
92881,63
92881,99
92881,57
92881,88
86828,31
86828,81
86828,93
86828,55
86828,54
86828,53
86828,40
17198,3
17198,73
17198,32
17198,75
17198,42
65355,90
65355,33
65355,2
65355,37
65355,34
65355,79
65355,85
65355,55
88784,62
88784,28
36884,51
36884,20
36884,56
36884,41
36884,78
30090,82
30090,79
30090,11
30090,77
30090,4
30090,88
30090,45
30090,61
19403,77
19403,82
19403,31
19403,12
19403,2
19403,53
19403,14
19403,85
19403,63
19403,3
62942,81
62942,29
84106,96
84106,37
84106,91
84106,48
84106,44
84106,26
84106,69
84106,88
84106,6
7932,36
7932,55
7932,16
7932,32
20126,28
20126,48
20126,13
20126,100
13453,49
13453,15
13453,25
13453,51
13453,43
13453,55
13453,74
13453,22
13453,1
13453,52
51217,53
51217,47
51217,19
51217,7
51217,6
51217,43
51217,67
34004,36
49130,80
49130,6
49130,30
49130,84
49130,1
49130,89
49130,90
49130,18
63516,67
63516,69
63516,9
63516,79
63516,45
63792,90
63792,78
63792,47
63792,26
63792,88
63792,59
63792,45
63792,42
37905,23
37905,90
85341,14
85341,4
85341,31
85341,74
85341,96
46806,38
59511,17
59511,28
59511,71
59511,89
89157,57
89157,30
89157,35
80106,57
80106,23
80106,79
80106,82
80106,95
59084,100
62323,17
62323,19
62323,7
62323,15
62323,26
62323,72
20972,65
20972,13
20972,11
20972,66
20972,59
20972,52
20972,16
20972,1
20972,78
79837,70
94646,78
94646,36
94646,46
94646,2
94646,82
94646,11
94646,57
93862,91
93862,74
93862,68
93862,64
93862,3
93862,11
93862,51
93862,25
3617,42
63351,89
63351,24
17875,29
17875,51
17875,37
17875,75
17875,70
17875,72
17875,82
95036,74
95036,46
95036,26
95036,54
95036,14
65879,53
65879,62
65879,73
65879,64
65879,32
65879,70
77124,83
77124,53
77124,85
77124,69
77124,86
77124,4
77124,43
77124,42
1303,17
1303,89
1303,25
1303,81
78489,41
78489,27
78489,23
78489,88
78489,76
66599,79
66599,63
66599,8
66599,17
66599,75
66599,91
66599,60
66599,97
66599,96
37504,37
37504,17
37504,99
37504,78
16251,42
16251,38
16251,58
16251,69
16251,52
31700,13
31700,16
31700,4
31700,43
31700,33
31700,42
31700,45
31700,29
31700,65
31700,63
77225,100
89648,15
89648,98
89648,7
89648,71
89648,53
95875,84
95875,38
95875,1
95875,61
69845,80
69845,57
69845,58
69845,40
69845,21
69845,85
69845,88
69845,96
69845,11
42131,31
42131,80
42131,29
32962,6
32962,73
32962,64
32962,1
32962,21
32962,98
32962,35
32962,53
32962,50
59601,27
59601,50
59601,36
59601,87
33726,67
33726,8
33726,42
33726,95
33726,35
22605,36
22605,5
22605,46
22605,99
28823,46
